Albert_Schweitzer,阿尔伯特·史怀哲
"Shiloh,_New_Jersey","Shiloh,_New_Jersey"
"Stow_Creek_Township,_New_Jersey","Stow_Creek_Township,_New_Jersey"
"Upper_Deerfield_Township,_New_Jersey","Upper_Deerfield_Township,_New_Jersey"
"Harrison_Township,_New_Jersey","Harrison_Township,_New_Jersey"
"Pitman,_New_Jersey","Pitman,_New_Jersey"
"South_Harrison_Township,_New_Jersey","South_Harrison_Township,_New_Jersey"
"Wenonah,_New_Jersey","Wenonah,_New_Jersey"
"Pennington,_New_Jersey","Pennington,_New_Jersey"
"Interlaken,_New_Jersey","Interlaken,_New_Jersey"
"Ocean_Grove,_New_Jersey","Ocean_Grove,_New_Jersey"
"Island_Heights,_New_Jersey","Island_Heights,_New_Jersey"
List_of_vegetables,蔬菜列表
"Mantoloking,_New_Jersey","Mantoloking,_New_Jersey"
"Prospect_Park,_New_Jersey","Prospect_Park,_New_Jersey"
"Elmer,_New_Jersey","Elmer,_New_Jersey"
"Lower_Alloways_Creek_Township,_New_Jersey","Lower_Alloways_Creek_Township,_New_Jersey"
"Mannington_Township,_New_Jersey","Mannington_Township,_New_Jersey"
"Oldmans_Township,_New_Jersey","Oldmans_Township,_New_Jersey"
"Quinton_Township,_New_Jersey","Quinton_Township,_New_Jersey"
"Upper_Pittsgrove_Township,_New_Jersey","Upper_Pittsgrove_Township,_New_Jersey"
"Far_Hills,_New_Jersey","Far_Hills,_New_Jersey"
Güiro,刮瓜
"Tar_Heel,_North_Carolina","Tar_Heel,_North_Carolina"
"Calabash,_North_Carolina","Calabash,_North_Carolina"
"Garfield_Heights,_Ohio","Garfield_Heights,_Ohio"
Brian_Epstein,布萊恩·愛普斯坦
Moonshine,私酒
Drunk_driving_in_the_United_States,Drunk_driving_in_the_United_States
Oyster,Oyster
"Murrells_Inlet,_South_Carolina","Murrells_Inlet,_South_Carolina"
"Castroville,_Texas","Castroville,_Texas"
"Port_Republic,_New_Jersey","Port_Republic,_New_Jersey"
Kriek_lambic,Kriek_lambic
"Walla_Walla,_Washington",瓦拉瓦拉 (华盛顿州)
Lasagne,千層麵
Cedar_oil,Cedar_oil
Anticosti_Island,安蒂科斯蒂島
Meringue,蛋白脆饼
Vivien_Merchant,Vivien_Merchant
Sparkling_wine,气泡酒
Raclette,拉可雷特芝士
Whiskey_Rebellion,威士忌暴乱
Hawke's_Bay_Region,霍克湾大区
Reindeer,驯鹿
Jakob_Balde,Jakob_Balde
Mussel,淡菜類
Carl_Wilhelm_Wirtz,Carl_Wilhelm_Wirtz
Observatory_of_Strasbourg,Observatory_of_Strasbourg
Klemens_von_Metternich,克萊門斯·梅特涅
Edwin_Scrymgeour,Edwin_Scrymgeour
Succotash,Succotash
Cucurbita,南瓜屬
Marmalade,柑橘醬
Soju,韩国烧酒
Gouda_cheese,豪达奶酪
Wheat_mildew,Wheat_mildew
Fusarium_ear_blight,Fusarium_ear_blight
George_Meade,乔治·米德
Raffaello_(confection),雪莎
Salsa_criolla,Salsa_criolla
William_Holden,威廉·荷頓
Bento,便當
Nabemono,Nabemono
Miso_soup,味噌湯
Shaquille_O'Neal,沙奎尔·奥尼尔
Japanese_tea_ceremony,日本茶道
Dango,糰子 (日本)
Onigiri,飯糰
Hiyayakko,Hiyayakko
Tempura,天婦羅
Osechi,御節料理
Okonomiyaki,御好燒
Mochi,麻糬
Soba,荞麦面
Brazilian_cuisine,巴西飲食
Carlo_Gambino,卡羅·甘比諾
Hormel,荷美爾
Pisco,皮斯可
Lucky_Luciano,查理·盧西安諾
Alberto_Fujimori,阿尔韦托·藤森
Red_bean_soup,紅豆沙
Kakigōri,Kakigōri
Anmitsu,Anmitsu
Shin-Yokohama_Rāmen_Museum,Shin-Yokohama_Rāmen_Museum
Uirō,Uirō
Lower_Austria,下奧地利州
Zabaione,Zabaione
Bugsy_Siegel,本傑明·西格爾
Blubber,Blubber
Pemberton's_French_Wine_Coca,Pemberton's_French_Wine_Coca
Pub_rock_(United_Kingdom),Pub_rock_(United_Kingdom)
Bevo,Bevo
Harpo_Marx,Harpo_Marx
Cannabis_edible,Cannabis_edible
Black_pepper,黑胡椒
Heineken_International,喜力
Meyer_Lansky,邁爾·蘭斯基
"Corbin,_Kentucky",科尔宾 (肯塔基州)
"North_Corbin,_Kentucky","North_Corbin,_Kentucky"
Melody_(Spanish_singer),Melody_(Spanish_singer)
Cheeseburger,起司堡
Jelly_Belly,Jelly_Belly
Vaccinium_vitis-idaea,越橘
Lloyd's_of_London,劳合社
Rooibos,南非茶
Persimmon,柿
Avon_River_(Western_Australia),Avon_River_(Western_Australia)
Western_Scheldt,Western_Scheldt
Rutabaga,蕪菁甘藍
Jean_Arp,让·阿尔普
Salvatore_Maranzano,薩瓦托·馬然贊諾
Ensete,象腿蕉属
Nigella_Lawson,奈潔拉·勞森
Martin_Bucer,马丁·布策
Port_wine,波特酒
Pale_ale,愛爾淡啤酒
Frank_Costello,法蘭克·卡斯特羅
Brie,布利乾酪
Truman_Capote,杜鲁门·卡波特
Edmund_Schulthess,Edmund_Schulthess
Long_Island_Iced_Tea,長島冰茶
Robert_Haab,Robert_Haab
Araucaria_araucana,智利南洋杉
Udon,烏龍麵
Yogurt,酸奶
Oresteia,Oresteia
Alexandre_Dumas,大仲马
John_Paxson,约翰·帕克森
Karl_Schwarzschild,卡爾·史瓦西
Specific_replant_disease,Specific_replant_disease
Viola_(plant),堇菜属
Calcium_deficiency_(plant_disorder),Calcium_deficiency_(plant_disorder)
Noto,诺托
Knäck,Knäck
Donburi,丼物
Arctium,牛蒡属
Tensoba,Tensoba
Cafe_au_Go_Go,Cafe_au_Go_Go
Apple_pie,蘋果派
Melba_toast,Melba_toast
Province_of_Ogliastra,奧里亞斯特拉省
Nestlé,雀巢
Sherry,雪利酒
John_Smith's_Brewery,John_Smith's_Brewery
Johnny_Appleseed,苹果佬约翰尼
Mai_Tai,Mai_Tai
Marlin,旗魚
Tincture_of_cannabis,Tincture_of_cannabis
Japanese_beetle,Japanese_beetle
Emilia-Romagna,艾米利亚-罗马涅大区
McDonaldland,McDonaldland
John_Bonham,约翰·博纳姆
Hank_Williams,漢克·威廉斯
Chicory,菊苣
Buy_Nothing_Day,不消费日
Krispy_Kreme,Krispy Kreme
Johann_Gottlob_Theaenus_Schneider,约翰·哥特洛布·施耐德
Falafel,油炸鷹嘴豆餅
Cauliflower,花椰菜
Croissant,牛角面包
Clyde_McPhatter,克莱德·麦克菲特
Yoshinoya,吉野家
Cucumber,黄瓜
Radish,萝卜
General_Mills,通用磨坊
Juglans,胡桃
Beech,水青冈属
Burger_King,漢堡王
European_Ombudsman,歐洲監察使
Phytophthora_infestans,Phytophthora_infestans
Yerba_mate,巴拉圭冬青
Marlborough_Region,马尔堡 (新西兰)
Mateo_Alemán,马特奥·阿莱曼
Kelp,海帶目
Wissembourg,维桑堡
Avocado,鳄梨
Henry_Ward_Beecher,Henry_Ward_Beecher
Mulled_wine,香料酒
Pizzelle,Pizzelle
Ludwig_I_of_Bavaria,路德维希一世 (巴伐利亚)
Alan_Freed,Alan_Freed
Halibut,Halibut
Jack_in_the_Box,Jack in the Box
Athenaeus,阿特納奧斯
Henry_II_of_Castile,恩里克二世 (卡斯蒂利亞)
Agedashi_tofu,Agedashi_tofu
Dashi,日式上湯
Bramble,Bramble
Tortell,Tortell
Omelette,西式蛋餅
Vineyard,葡萄园
Zal_Yanovsky,Zal_Yanovsky
Chocolate_milk,巧克力牛奶
Koblenz,科布倫茨
Orchard,果園
Morus_(plant),桑树
Halloumi,哈羅米芝士
Eliot_Ness,艾略特·內斯
Roquefort,罗克福干酪
Zeelandic_Flanders,Zeelandic_Flanders
Herbes_de_Provence,Herbes_de_Provence
Mount_Etna,埃特纳火山
Kamaboko,蒲鉾
Billy_Ray_Cyrus,比利·雷·赛勒斯
Chico_Marx,Chico_Marx
Melon,瓜
Spinach,菠菜
Dewberry,Dewberry
Smilax,菝葜属
Margarita,玛格丽塔
List_of_French_cheeses,List_of_French_cheeses
Sauvignon_blanc,白苏维翁
Chur,庫爾
Islay_whisky,Islay_whisky
Wabi-sabi,侘寂
Louisiana_Creole_cuisine,Louisiana_Creole_cuisine
Shiitake,香菇
Guava,Guava
Amelanchier,唐棣属
Legacy_of_the_Great_Irish_Famine,Legacy_of_the_Great_Irish_Famine
EuroAirport_Basel_Mulhouse_Freiburg,巴塞尔-米卢斯-弗赖堡欧洲机场
Jeanne_Eagels,Jeanne_Eagels
Ribena,利賓納
Speight's,Speight's
Gooseberry,鵝莓
Celis_(beer),Celis_(beer)
Blackcurrant,黑加仑
Pouchong,文山包種茶
Akvavit,阿夸维特
Wheat_beer,小麥啤酒
Upper_Rhine,上萊茵
Traquair_House,Traquair_House
Single_malt_Scotch,單一麥芽蘇格蘭威士忌
List_of_Highland_single_malts,List_of_Highland_single_malts
Speyside_single_malt,Speyside_single_malt
Caraway,葛縷子
Fennel,茴香
Lower_Franconia,下弗兰肯行政区
Upper_Franconia,上弗兰肯行政区
Middle_Franconia,中弗兰肯行政区
Cucumber_soup,Cucumber_soup
Yamagata_Aritomo,山縣有朋
Georg_Dehio,Georg_Dehio
Schaffhausen,沙夫豪森
Pachyrhizus,豆薯属
Tomme_de_Savoie,Tomme_de_Savoie
Lentil,小扁豆
Tomme,Tomme
Posset,Posset
Caudle,Caudle
Paul_Janet,Paul_Janet
Zombie_(cocktail),Zombie_(cocktail)
Pink_Squirrel,Pink_Squirrel
Cracker_(food),梳打餅
Acer_saccharinum,Acer_saccharinum
Acer_saccharum,糖楓
Zuid-Beveland,Zuid-Beveland
Cadbury_Caramilk,Cadbury_Caramilk
Heinrich_Kramer,海因里希·克雷默
Carpetbag_steak,Carpetbag_steak
"George_Younger,_1st_Viscount_Younger_of_Leckie","George_Younger,_1st_Viscount_Younger_of_Leckie"
Bartolomé_Esteban_Murillo,巴托洛梅·埃斯特萬·牟利羅
Riesling,雷司令
Peter_Lehmann_(winemaker),Peter_Lehmann_(winemaker)
Shenandoah_Valley,雪倫多亞河谷
Rheingold_(train),莱茵之金号列车
Maple_sugar,Maple_sugar
Hungarian_cuisine,匈牙利飲食
French_toast,西多士
Boysenberry,Boysenberry
Amish_friendship_bread,Amish_friendship_bread
Roger_Babson,Roger_Babson
Marcel_Marceau,馬歇·馬叟
Zeppo_Marx,Zeppo_Marx
"Essex_County,_Ontario",艾塞克斯縣 (安大略省)
Ponzu,柚子醋
Baked_beans,焗豆
Starbucks,星巴克
Tripe,牛百叶
Pepperoni,Pepperoni
Salami,莎樂美腸
Sauerkraut,德国酸菜
Kimchi,韓式泡菜
Knödel,马铃薯丸子
Édouard_Guillaume_Eugène_Reuss,Édouard_Guillaume_Eugène_Reuss
Teriyaki,照燒
Mirin,味醂
Sōmen,素麵
Jean-François_Rewbell,Jean-François_Rewbell
Coors_Brewing_Company,Coors_Brewing_Company
Krefeld,克雷费尔德
Leverkusen,勒沃库森
Isabella_Beeton,Isabella_Beeton
Simone_Weil,西蒙娜·韦伊
Teppanyaki,鐵板燒
Takoyaki,章魚燒
Tim_Hortons,蒂姆·霍顿斯
Niboshi,Niboshi
Daikon,Daikon
Wolfgang_Capito,Wolfgang_Capito
Treaty_of_Ryswick,雷斯威克條約
Johann_Arndt,约翰·阿恩特
Philipp_Spener,菲利普·雅各·施本爾
Danish_pastry,Danish_pastry
Gummo_Marx,Gummo_Marx
Corn_flakes,玉米片
Tentsuyu,Tentsuyu
Pebbles_Flintstone,Pebbles_Flintstone
Flour_bomb,Flour_bomb
Halva,哈爾瓦酥糖
Jelly_Babies,Jelly_Babies
Sausage_roll,Sausage_roll
Red_Rooster,Red_Rooster
Singha,Singha
ThaiBev,泰国酿酒
Neuwied,新維德
Aralia_elata,辽东楤木
Marie_Prevost,Marie_Prevost
Simone_Beck,Simone_Beck
Whataburger,Whataburger
Star_Wars_Holiday_Special,Star_Wars_Holiday_Special
Clemente_Domínguez_y_Gómez,Clemente_Domínguez_y_Gómez
Cracker_Jack,Cracker Jack
Sunday_roast,週日烤肉
Jura_Mountains,侏罗山
Hans_Bethe,汉斯·贝特
Zante_currant,Zante_currant
Pigs_in_blankets,豬包毯
Diwali,排燈節
Speakeasy,地下酒吧
Cologne_(region),科隆行政区
The_Station_nightclub_fire,羅德島夜總會大火
James_Dole,James_Dole
Spanakopita,Spanakopita
Mustard_seed,芥菜籽
Irish_whiskey,愛爾蘭威士忌
Düsseldorf_(region),杜塞尔多夫行政区
Pasty,康沃尔肉馅饼
Quark_(Star_Trek),Quark_(Star_Trek)
John_Molson,John_Molson
Eifel,埃菲尔山
Mandarin_orange,橘
Chipotle_Mexican_Grill,Chipotle_Mexican_Grill
Pudding,布丁
Vegetable_oil,植物油
Hot_dog,熱狗
Antonio_de_Ulloa,安东尼奥·乌略亚
Illicium_verum,八角
Margarine,人造奶油
Cornmeal,Cornmeal
Ira_Hayes,Ira_Hayes
Oatmeal,燕麥片
Asafoetida,阿魏
Chutney,酸辣醬
Spaghetti_squash,金絲瓜
Edible_mushroom,食用蕈
Oyakodon,親子丼
Thomas_Müntzer,托马斯·闵采尔
Wyborowa,Wyborowa
Absolut_Vodka,绝对伏特加
Allspice,多香果
Garam_masala,葛拉姆馬薩拉
Fines_herbes,Fines_herbes
Remick_Ridge_Vineyards,Remick_Ridge_Vineyards
François_Joseph_Westermann,François_Joseph_Westermann
Pecan,长山核桃
Kaffir_lime,箭叶橙
Freedom_fries,Freedom_fries
Low_End_Theory,Low_End_Theory
François_Christophe_de_Kellermann,弗朗索瓦·克里斯多夫·凯勒曼
Sambucus,接骨木属
Pinot_noir,黑比诺
Waldorf_salad,Waldorf_salad
Valais,瓦莱州
Beta_vulgaris,甜菜
Rock_(confectionery),Rock_(confectionery)
Potato_salad,馬鈴薯沙拉
Morihiro_Hosokawa,细川护熙
Tas_kebap,Tas_kebap
Liebeck_v._McDonald's_Restaurants,里貝克訴麥當勞餐廳案
Hunsrück,洪斯吕克山
Cabernet_Franc,品麗珠
"Meal,_Ready-to-Eat",MRE口粮
Satay,沙嗲
Shepherd's_pie,Shepherd's_pie
Costa_Rican_cuisine,Costa_Rican_cuisine
"Bryan_Guinness,_2nd_Baron_Moyne","Bryan_Guinness,_2nd_Baron_Moyne"
Pemmican,Pemmican
Cristal_(wine),Cristal_(wine)
Chögyam_Trungpa,丘揚創巴
Chuck_E._Cheese's,出奇老鼠
Rubus_chamaemorus,雲莓
Bilberry,Bilberry
Flameless_ration_heater,Flameless_ration_heater
C-ration,C-口粮
Aimee_Semple_McPherson,麥艾梅
Goeree-Overflakkee,Goeree-Overflakkee
Spanish_omelette,Spanish_omelette
Taunus,陶努斯山
Jack-o'-lantern,傑克南瓜燈
Coat_of_arms_of_Saskatchewan,Coat_of_arms_of_Saskatchewan
Fraser_Valley,Fraser_Valley
Haringvliet,Haringvliet
Lancashire_hotpot,Lancashire_hotpot
Poi_(food),Poi_(food)
Alsace-Lorraine,阿爾薩斯-洛林
Joseph_Blanco_White,Joseph_Blanco_White
Fanny_Cradock,Fanny_Cradock
Palm_wine,Palm_wine
Grevelingen,Grevelingen
Scotch_bonnet,Scotch_bonnet
Communes_of_the_Haut-Rhin_department,Communes_of_the_Haut-Rhin_department
Altoids,Altoids
Ananas,凤梨属
Fideuà,Fideuà
Lao_cuisine,Lao_cuisine
Glutinous_rice,糯稻
Waffle,窩夫
Pancake,薄烤饼
Mahi-mahi,鲯鳅
Mämmi,Mämmi
W._C._Fields,W._C._Fields
Gail_Russell,Gail_Russell
Thomas_Hill_Green,托马斯·希尔·格林
Belgian_cuisine,比利時飲食
Ghee,酥油 (印度)
Maltose,麥芽糖
Nicholas_Wiseman,Nicholas_Wiseman
Monterey_Jack,傑克芝士
Quiche,法式鹹派
Pretzel,椒鹽卷餅
HP_Sauce,棕醬
Bagel,貝果
Cottage_cheese,茅屋起司
Curd,凝乳
Carpaccio,Carpaccio
Lizzie_Borden,Lizzie_Borden
Dorothy_Frooks,Dorothy_Frooks
Ancient_Roman_cuisine,古罗马饮食
Bugs_Moran,瘋子莫蘭
Finnish_cuisine,芬蘭飲食
The_Art_Institute_of_Seattle,The_Art_Institute_of_Seattle
Blood_sausage,血腸
Amar'e_Stoudemire,阿玛雷·斯塔德迈尔
Chinese_alcoholic_beverages,中國酒文化
Borscht,罗宋汤
Antonio_García_Gutiérrez,Antonio_García_Gutiérrez
Quorn,Quorn
Spritzer,Spritzer
Rapeseed,欧洲油菜
Coddled_egg,Coddled_egg
Samuel_Whitbread_(1764–1815),Samuel_Whitbread_(1764–1815)
Samuel_Whitbread_(1720–1796),Samuel_Whitbread_(1720–1796)
Vosges,佛日山脈
Big_Mac_Index,巨無霸指數
Akashiyaki,Akashiyaki
Colmar,科尔马 (上莱茵省)
Eight_Immortals_of_the_Wine_Cup,飲中八仙
Natzweiler-Struthof,Natzweiler-Struthof
Orvieto,奥尔维耶托
Cardinal_de_Rohan,Cardinal_de_Rohan
Liebfraumilch,Liebfraumilch
"Sauternes,_Gironde",索泰尔内 (吉伦特省)
Meritage,Meritage
Gatorade,佳得乐
Jean_Alexandre_Barré,Jean_Alexandre_Barré
Cork_taint,Cork_taint
Table_grape,Table_grape
Concord_grape,Concord_grape
Phylloxera,根瘤蚜
Cabrales_cheese,卡伯瑞勒斯芝士
Ice_wine,冰酒
Boston_Beer_Company,Boston_Beer_Company
The_Cook's_Decameron,The_Cook's_Decameron
Styria,施泰爾馬克州
Malbec,马尔贝克
Elijah_Craig,Elijah_Craig
John_Wanamaker,约翰·沃纳梅克
Fuze_Beverage,Fuze_Beverage
Swordfish,劍旗魚科
Bratwurst,德國油煎香腸
Coat_of_arms_of_Tasmania,Coat_of_arms_of_Tasmania
Noel_Redding,Noel_Redding
Crème_de_cassis,Crème_de_cassis
Shandy,Shandy
The_Haçienda,The_Haçienda
Beaujolais,薄酒萊葡萄酒
Robert_Stack,Robert_Stack
Indian_cuisine,印度菜
Rose_hip,蔷薇果
Tamarind,酸豆
Interbrew,Interbrew
Beck's_Brewery,贝克啤酒
Galliano_(liqueur),加利安奴
Shavuot,七七節
Applebee's,Applebee's
Chocolate-coated_marshmallow_treats,Chocolate-coated_marshmallow_treats
Semi-generic,Semi-generic
Bottle_variation,Bottle_variation
Geoduck,太平洋潜泥蛤
Crumble,Crumble
Lamb_and_mutton,羊肉
Foie_gras,肥肝
Heinrich_Julius_Holtzmann,Heinrich_Julius_Holtzmann
Hamburger_University,漢堡大學 (麥當勞)
Carrie_Nation,Carrie_Nation
Sabile,薩比萊
Solera,索雷拉陈酿系统
Smoked_salmon,燻鮭魚
Tokaji,托考伊葡萄酒
Citrus_ichangensis,Citrus_ichangensis
Citrus_myrtifolia,Citrus_myrtifolia
Artificial_cream,Artificial_cream
Lulav,Lulav
Etrog,Etrog
White_Zinfandel,White_Zinfandel
Dandelion_and_burdock,Dandelion_and_burdock
Saumagen,Saumagen
Compote,糖煮水果
Popcorn,玉米花
Milkfish,虱目魚
Marston's_Brewery,Marston's_Brewery
Dom_Pérignon_(monk),Dom_Pérignon_(monk)
Betuwe,Betuwe
Fucus_vesiculosus,Fucus_vesiculosus
Noble_rot,貴腐
Botrytis_cinerea,Botrytis_cinerea
Coir,Coir
Goya_Foods,Goya_Foods
Jean-Baptiste_Kléber,Jean-Baptiste_Kléber
Lisa_Leslie,丽莎·莱斯莉
List_of_Puerto_Rican_rums,List_of_Puerto_Rican_rums
Praline,Praline
Chapati,Chapati
Ashikaga_Yoshimasa,足利义政
Gustav_von_Schmoller,Gustav_von_Schmoller
Screw_cap,Screw_cap
Kala_namak,Kala_namak
Goulash,匈牙利湯
Buttermilk,酪漿
List_of_root_vegetables,List_of_root_vegetables
Acca_sellowiana,斐濟果
Retsina,Retsina
Saccharomyces_cerevisiae,釀酒酵母
Mendoza_Province,门多萨省
Johann_Gottfried_Schweighäuser,Johann_Gottfried_Schweighäuser
Spotted_dick,Spotted_dick
Patrick_Ewing,帕特里克·尤因
Biltong,比尔通
Richard_François_Philippe_Brunck,Richard_François_Philippe_Brunck
Chaumes,Chaumes
Samuel_Leonard_Tilley,Samuel_Leonard_Tilley
McDonaldization,麥當勞化
Honey_locust,美国皂荚
Abrus_precatorius,雞母珠
Tommy_Bolin,Tommy_Bolin
Wild_haggis,Wild_haggis
Hamm's_Bear,Hamm's_Bear
The_Forme_of_Cury,The_Forme_of_Cury
Cordia,破布木属
Coconut_oil,椰子油
Charles_Louis_Alphonse_Laveran,夏尔·路易·阿方斯·拉韦朗
Unilever,联合利华
Albert_Szent-Györgyi,阿尔伯特·圣捷尔吉
Sea_cucumber,海參
Tangerine,瓯柑
Tic_Tac,的嗒糖
LeBron_James,勒布朗·詹姆斯
Fred_Emery,Fred_Emery
Pinotage,Pinotage
Milkshake,奶昔
Oreo,奧利奧
Nabisco,納貝斯克
Hardee's,哈迪斯
Pioneer_Chicken,Pioneer_Chicken
Single_malt_whisky,Single_malt_whisky
Blended_whiskey,Blended_whiskey
Griddle,Griddle
Chesdale,Chesdale
Zinfandel,Zinfandel
Malic_acid,苹果酸
Quiznos,Quiznos
Albrecht_Kossel,阿尔布雷希特·科塞尔
Commandaria,卡曼达蕾雅酒
Robert_M._Parker_Jr.,羅伯特·派克
Coq_au_vin,Coq_au_vin
Cornbread,Cornbread
Fire_blight,Fire_blight
"Mars,_Incorporated",瑪氏食品
Froot_Loops,谷物圈早餐麦片
Appellation,Appellation
Marion_Popcorn_Festival,Marion_Popcorn_Festival
Ritz_Crackers,Ritz_Crackers
Robert_Cade,Robert_Cade
Kobe_Bryant,科比·布莱恩特
Golden_rice,黄金大米
The_Morning_After_(1986_film),The_Morning_After_(1986_film)
10-in-1_food_parcel,10-in-1_food_parcel
Angel_food_cake,天使蛋糕
Mars_(chocolate_bar),Mars_(chocolate_bar)
Schaefer_Beer,Schaefer_Beer
Schnapps,Schnapps
Kavalactone,Kavalactone
Nando's,Nando's
Liquorice,光果甘草
T-bone_steak,T-bone_steak
Mirepoix_(cuisine),Mirepoix_(cuisine)
Howard_Johnson's,Howard_Johnson's
Sen_no_Rikyū,千利休
Sylvester_Graham,Sylvester_Graham
Mr._Potato_Head,Mr._Potato_Head
Souvlaki,Souvlaki
Finlandia_(vodka),Finlandia_(vodka)
Mikhail_Kutuzov,米哈伊尔·伊拉里奥诺维奇·库图佐夫
Karl_Böhm,卡爾·貝姆
Barliman_Butterbur,Barliman_Butterbur
Friedrich_Paschen,弗里德里希·帕邢
Nut_(fruit),坚果
Hard_Rock_Cafe,硬石餐廳
Where's_the_beef?,Where's_the_beef?
Daleside_Brewery,Daleside_Brewery
Seagram,Seagram
Golden_Delicious,Golden_Delicious
Maria_White_Lowell,Maria_White_Lowell
Yoo-hoo,Yoo-hoo
Louis_Néel,路易·奈爾
Pizza_Haven_(Australia),Pizza_Haven_(Australia)
Lambic,Lambic
Grain_elevator,Grain_elevator
Pascual_Cervera_y_Topete,帕斯夸爾·塞韋拉
Cerebus_the_Aardvark,Cerebus_the_Aardvark
String_cheese,String_cheese
Electric_Ballroom,Electric_Ballroom
Maurice_Blanchot,莫里斯·布朗肖
Burgerville,Burgerville
Herbsaint,Herbsaint
Pastis,法国茴香酒
Anisette,茴香酒
Triple_sec,Triple_sec
Henry_Thrale,Henry_Thrale
Coca_wine,Coca_wine
National_Youth_Rights_Association,National_Youth_Rights_Association
Beer_by_region,啤酒品牌列表
Benjamin_Rush,Benjamin_Rush
Fred_Flintstone,Fred_Flintstone
George_Saintsbury,George_Saintsbury
Lime_(fruit),青檸
Australian_lime,Australian_lime
Jojoba,Jojoba
Pascual_de_Gayangos_y_Arce,Pascual_de_Gayangos_y_Arce
French_75_(cocktail),French_75_(cocktail)
Weissenstein,Weissenstein
Jamie_Oliver,杰米·奧利弗
Morbier_cheese,莫爾比耶乾酪
Green_tea,綠茶
Tango_(drink),Tango (飲料)
Jean_Anthelme_Brillat-Savarin,Jean_Anthelme_Brillat-Savarin
Aurore_(grape),Aurore_(grape)
Baco_noir,Baco_noir
De_Chaunac,De_Chaunac
Seyval_blanc,Seyval_blanc
Albert_Seibel,Albert_Seibel
Vignoles_(grape),Vignoles_(grape)
Seibel_grapes,Seibel_grapes
Alicante_Bouschet,Alicante_Bouschet
Chancellor_(grape),Chancellor_(grape)
Ergot,麦角
Ouzo,乌佐酒
Tsipouro,Tsipouro
Horlicks,好立克
Belikin,Belikin
Tuna_salad,Tuna_salad
Sangria,桑格利亞酒
Marechal_Foch,Marechal_Foch
McJob,麥工作
Ray_Kroc,雷·克罗克
Kombucha,红茶菌
Vicia_faba,蚕豆
Bengal_potatoes,Bengal_potatoes
"Rutherglen,_Victoria","Rutherglen,_Victoria"
Tapper,Tapper
List_of_cuisines,List_of_cuisines
Isinglass,Isinglass
Orangina,Orangina
Pinot_blanc,Pinot_blanc
"Little_Italy,_Manhattan",小意大利 (曼哈顿)
Frylock,Frylock
Smirnoff,斯米诺伏特加
Beer_in_China,Beer_in_China
Gustave_Doré,古斯塔夫·多雷
Friuli-Venezia_Giulia,弗留利-威尼斯朱利亚大区
Daylily,萱草屬
Billy_Sunday,Billy_Sunday
Chinese_tea_culture,中国茶文化
Santa_Clara_Valley,Santa_Clara_Valley
